L1_Size,L2_Size,L1_Assoc,L2_Assoc,simTicks,simSeconds,hostSeconds,L1_MissRate,L2_MissRate,L1_HitRate,L2_HitRate,TotalCacheSize
64kB,256kB,8,4,10587765000,0.010588,5.15,0.003862,0.756518,0.996138,0.24348199999999998,320
64kB,256kB,8,8,10587765000,0.010588,3.84,0.003862,0.756518,0.996138,0.24348199999999998,320
64kB,256kB,8,16,10587765000,0.010588,5.15,0.003862,0.756518,0.996138,0.24348199999999998,320
64kB,512kB,2,4,10587980000,0.010588,4.93,0.003814,0.764432,0.996186,0.235568,576
64kB,512kB,2,8,10587980000,0.010588,5.12,0.003814,0.764432,0.996186,0.235568,576
64kB,512kB,2,16,10587980000,0.010588,5.14,0.003814,0.764432,0.996186,0.235568,576
64kB,512kB,4,4,10588383000,0.010588,5.3,0.003853,0.757972,0.996147,0.24202800000000002,576
64kB,512kB,4,8,10588383000,0.010588,5.09,0.003853,0.757972,0.996147,0.24202800000000002,576
64kB,512kB,4,16,10588383000,0.010588,3.56,0.003853,0.757972,0.996147,0.24202800000000002,576
64kB,512kB,8,4,10587765000,0.010588,5.36,0.003862,0.756518,0.996138,0.24348199999999998,576
64kB,512kB,8,8,10587765000,0.010588,5.31,0.003862,0.756518,0.996138,0.24348199999999998,576
64kB,512kB,8,16,10587765000,0.010588,3.97,0.003862,0.756518,0.996138,0.24348199999999998,576
